Company,Website,Careers_URL,Country,City,Sector,Subsector,Company_Stage,Company_Scale,Employer_Category,Remote,Visa_Sponsorship,EOR,Hiring_Geography,Target_Roles,Tech_Stack,Region_Eligibility,Portfolio_Theme_Match,Language_Requirement,Hiring_Confidence,Reason_Match,Source,Cold_Outreach_Candidate,Visa_Sponsor_Register
Airbyte,https://airbyte.com,https://airbyte.com/careers,France,Nantes,Data Platforms,Data Integration / ELT,Scaleup,201-500,Developer Tools,Remote,Yes,Unknown,Global,Data Engineer / AI Engineer,"Python, dbt, Spark, Kafka, data connectors, ELT",EU,"workforceguardai,bharat-alpha",None,High,"Open-source ELT platform with EU presence; candidate's dbt, data pipeline, and Python skills map directly to Airbyte's connector and platform engineering roles.",AI Research Batch 002,Yes,Unknown
Soda Data,https://www.soda.io,https://www.soda.io/careers,Belgium,Brussels,Data Platforms,Data Quality / Observability,Scaleup,51-200,Developer Tools,Remote,Yes,Unknown,EU,Data Engineer / AI Engineer,"Python, dbt, Spark, SQL, data quality frameworks",EU,workforceguardai,None,High,Data quality and observability platform headquartered in Brussels; candidate's dbt and DuckDB data platform work (workforceguardai) is a direct portfolio match.,AI Research Batch 002,Yes,Unknown
Atlan,https://atlan.com,https://atlan.com/careers,Netherlands,Amsterdam,Data Platforms,Data Catalog / Metadata,Scaleup,201-500,Developer Tools,Remote,Yes,Unknown,Global,Data Engineer / AI Engineer,"Python, dbt, Spark, REST APIs, metadata management",EU,"workforceguardai,bharat-alpha",Dutch (Learning),High,Active metadata platform with EU hub in Amsterdam; candidate's data platform and dbt expertise (workforceguardai) and data catalog needs of bharat-alpha are strong matches.,AI Research Batch 002,Yes,Unknown
Grafana Labs,https://grafana.com,https://grafana.com/careers,Sweden,Stockholm,Developer Infrastructure,Observability Platform,Scaleup,1001-5000,Developer Tools,Remote,Yes,Unknown,Global,Data Engineer / Backend Engineer,"Go, Python, Prometheus, distributed systems, Kafka",EU,masova-platform,None,High,Leading open-source observability platform with EU operations; backend infrastructure and distributed systems match candidate's microservices and event-driven architecture skills.,AI Research Batch 002,No,Unknown
Sentry,https://sentry.io,https://sentry.io/careers,Germany,Berlin,Developer Infrastructure,Error Monitoring / APM,Scaleup,501-1000,Developer Tools,Remote,Yes,Unknown,Global,Data Engineer / Backend Engineer,"Python, Kafka, ClickHouse, Rust, data pipelines",EU,masova-platform,German (Learning),High,Error monitoring platform with Berlin presence using Kafka and ClickHouse; candidate's Kafka and backend microservices skills apply to their data ingestion pipelines.,AI Research Batch 002,Yes,Unknown
Lightrun,https://lightrun.com,https://lightrun.com/careers,UK,London,Developer Infrastructure,Live Debugging / Observability,Scaleup,51-200,Developer Tools,Hybrid,Yes,Unknown,EU,Backend Engineer / AI Engineer,"Java, Python, Kubernetes, distributed systems, Spring Boot",EU,masova-platform,None,High,Live debugging and observability platform using Java/Spring Boot; direct match with candidate's Java and Spring Boot expertise from masova-platform.,AI Research Batch 002,Yes,Unknown
Starburst Data,https://www.starburst.io,https://www.starburst.io/careers,Netherlands,Amsterdam,Data Platforms,Data Lakehouse / Query Engine,Scaleup,201-500,Data Infrastructure,Remote,Yes,Unknown,Global,Data Engineer / AI Engineer,"Trino, Spark, dbt, data lakehouse, Python, Java",EU,"workforceguardai,bharat-alpha",Dutch (Learning),High,"Enterprise data lakehouse query engine with EU office; dbt, Spark, and lakehouse architecture match candidate's workforceguardai and bharat-alpha projects.",AI Research Batch 002,Yes,Unknown
Fivetran,https://www.fivetran.com,https://www.fivetran.com/careers,Ireland,Dublin,Data Platforms,Data Integration / ELT,Scaleup,1001-5000,Developer Tools,Hybrid,Yes,Unknown,EU,Data Engineer / AI Engineer,"Python, dbt, Spark, SQL, data connectors",EU,workforceguardai,None,High,Leading automated data integration platform with Dublin EU hub; candidate's dbt and data pipeline experience (workforceguardai) directly applies.,AI Research Batch 002,No,Unknown
Dagster Labs,https://dagster.io,https://dagster.io/careers,UK,London,Data Platforms,Data Orchestration,Scaleup,51-200,Developer Tools,Remote,Yes,Unknown,Global,Data Engineer / AI Engineer,"Python, dbt, Spark, data orchestration, Kubernetes",EU,workforceguardai,None,High,Modern data orchestration platform with UK office; candidate's dbt-based data platform (workforceguardai) and Python skills are a direct fit for platform engineering roles.,AI Research Batch 002,Yes,Unknown
Monte Carlo Data,https://www.montecarlodata.com,https://www.montecarlodata.com/careers,UK,London,Data Platforms,Data Observability,Scaleup,201-500,Developer Tools,Remote,Yes,Unknown,Global,Data Engineer / AI Engineer,"Python, dbt, Spark, data observability, ML",EU,workforceguardai,None,High,Data observability platform with UK presence; candidate's data quality and dbt platform work (workforceguardai) maps perfectly to data observability tooling.,AI Research Batch 002,Yes,Unknown
Secoda,https://www.secoda.co,https://www.secoda.co/careers,UK,London,Data Platforms,Data Catalog / Discovery,Scaleup,51-200,Developer Tools,Remote,Yes,Unknown,Global,Data Engineer / AI Engineer,"Python, dbt, REST APIs, LLM, metadata management",EU,"workforceguardai,bharat-alpha",None,High,AI-powered data catalog with UK presence; candidate's dbt expertise and RAG/LLM work (bharat-alpha) directly applies to their AI-native data discovery product.,AI Research Batch 002,Yes,Unknown
Select Star,https://www.selectstar.com,https://www.selectstar.com/careers,UK,London,Data Platforms,Automated Data Catalog,Scaleup,11-50,Developer Tools,Remote,Yes,Unknown,Global,Data Engineer / AI Engineer,"Python, dbt, SQL, data lineage, REST APIs",EU,workforceguardai,None,Medium,Automated data catalog and lineage tool with UK office; candidate's dbt and data platform work (workforceguardai) is a strong portfolio signal.,AI Research Batch 002,Yes,Unknown
N26,https://n26.com,https://n26.com/en/careers,Germany,Berlin,FinTech,Neobank,Mid-market,1001-5000,FinTech,Hybrid,Yes,Unknown,EU,Data Engineer / AI Engineer,"Python, Kafka, Spark, dbt, Databricks, GCP",EU,"bharat-alpha,workforceguardai",German (Learning),High,"Leading European neobank with mature data engineering org using Databricks and Kafka; candidate's Databricks, dbt, and Kafka skills are a direct match.",AI Research Batch 002,No,Unknown
Revolut,https://www.revolut.com,https://www.revolut.com/en-PL/careers,UK,London,FinTech,Neobank / Super App,Mid-market,5001-10000,FinTech,Hybrid,Yes,Unknown,EU,Data Engineer / AI Engineer,"Python, Kafka, Spark, Databricks, dbt, data lakehouse",EU,"bharat-alpha,workforceguardai",None,High,Global neobank with large data engineering team using Databricks and dbt; financial data work (bharat-alpha) and dbt platform (workforceguardai) both applicable.,AI Research Batch 002,No,Unknown
Monzo,https://monzo.com,https://monzo.com/careers,UK,London,FinTech,Neobank,Scaleup,1001-5000,FinTech,Hybrid,Yes,Unknown,EU,Data Engineer / AI Engineer,"Python, Kafka, dbt, Spark, Go, data pipelines",EU,"workforceguardai,masova-platform",None,High,UK neobank with strong data engineering culture using Kafka and dbt; candidate's dbt platform and Kafka microservices skills directly apply.,AI Research Batch 002,No,Unknown
Starling Bank,https://www.starlingbank.com,https://www.starlingbank.com/careers,UK,London,FinTech,Neobank / Banking-as-a-Service,Scaleup,1001-5000,FinTech,Hybrid,Yes,Unknown,UK,Data Engineer / Backend Engineer,"Java, Spring Boot, Kafka, event-driven, microservices",EU,masova-platform,None,High,UK neobank with Java/Spring Boot microservices and event-driven architecture; direct match with candidate's masova-platform Spring Boot and Kafka work.,AI Research Batch 002,No,Unknown
Nordigen,https://nordigen.com,https://nordigen.com/en/careers,Latvia,Riga,FinTech,Open Banking / Financial Data API,Scaleup,51-200,FinTech,Hybrid,Unknown,Unknown,EU,Data Engineer / Backend Engineer,"Python, REST APIs, open banking, financial data",EU,bharat-alpha,None,Medium,Open banking data API provider headquartered in Riga (Tier 2 / Baltic hub); financial data aggregation focus matches bharat-alpha theme.,AI Research Batch 002,Yes,Unknown
Penta,https://getpenta.com,https://getpenta.com/en/careers,Germany,Berlin,FinTech,SME Banking / Business Accounts,Scaleup,201-500,FinTech,Hybrid,Yes,Unknown,EU,Data Engineer / Backend Engineer,"Python, Kafka, PostgreSQL, dbt, microservices",EU,"workforceguardai,masova-platform",German (Learning),High,SME-focused neobank in Berlin using dbt and Kafka; candidate's dbt data platform and Kafka microservices experience applies directly.,AI Research Batch 002,Yes,Unknown
Finanzguru,https://finanzguru.de,https://finanzguru.de/karriere,Germany,Berlin,FinTech,Personal Finance / Financial Analytics,Scaleup,51-200,FinTech,Hybrid,Unknown,Unknown,EU,Data Engineer / Backend Engineer,"Python, dbt, GCP, financial data analytics, REST APIs",EU,"bharat-alpha,workforceguardai",German (Learning),Medium,Personal finance analytics app in Berlin using dbt and GCP; financial data intelligence (bharat-alpha) and dbt platform (workforceguardai) themes both match.,AI Research Batch 002,Yes,Unknown
Modulr,https://www.modulrfinance.com,https://www.modulrfinance.com/careers,UK,Edinburgh,FinTech,Embedded Payments Infrastructure,Scaleup,201-500,FinTech,Hybrid,Yes,Unknown,EU,Data Engineer / Backend Engineer,"Java, Spring Boot, Kafka, microservices, payments APIs",EU,masova-platform,None,High,Payments-as-a-service platform in Edinburgh built on Spring Boot and Kafka microservices; direct match with masova-platform architecture.,AI Research Batch 002,Yes,Unknown
Railsbank,https://www.railsbank.com,https://www.railsbank.com/careers,UK,London,FinTech,Banking-as-a-Service,Scaleup,201-500,FinTech,Hybrid,Yes,Unknown,EU,Data Engineer / Backend Engineer,"Python, Kafka, microservices, financial APIs, event-driven",EU,masova-platform,None,Medium,Global BaaS platform with event-driven microservices; candidate's Kafka and microservices skills from masova-platform are directly applicable.,AI Research Batch 002,Yes,Unknown
Acceldata,https://www.acceldata.io,https://www.acceldata.io/careers,UK,London,Data Platforms,Data Observability / Pipeline Intelligence,Scaleup,201-500,Developer Tools,Hybrid,Yes,Unknown,Global,Data Engineer / AI Engineer,"Python, Spark, dbt, Databricks, data observability",EU,workforceguardai,None,High,"Enterprise data observability platform using Databricks and Spark; candidate's Databricks, dbt, and data platform work (workforceguardai) is a direct match.",AI Research Batch 002,Yes,Unknown
Mews,https://www.mews.com,https://www.mews.com/en/careers,Czechia,Prague,Enterprise SaaS,Hospitality Platform / Payments,Scaleup,501-1000,Enterprise SaaS,Hybrid,Yes,Unknown,EU,Data Engineer / Backend Engineer,"C#, Python, dbt, Kafka, microservices, event-driven",EU,"workforceguardai,masova-platform",None,Medium,Cloud hospitality platform headquartered in Prague (Tier 2 city); event-driven microservices with data pipelines match masova-platform and workforceguardai themes.,AI Research Batch 002,Yes,Unknown
Kiwi.com,https://www.kiwi.com,https://www.kiwi.com/en/careers,Czechia,Brno,Enterprise SaaS,Travel Tech / Data Platform,Scaleup,1001-5000,Enterprise SaaS,Hybrid,Yes,Unknown,EU,Data Engineer / AI Engineer,"Python, Spark, Kafka, dbt, GCP, data lakehouse",EU,"workforceguardai,bharat-alpha",None,High,"Travel tech platform in Brno using Spark, Kafka, and dbt for large-scale data; candidate's GCP, dbt, and Kafka skills are a direct match.",AI Research Batch 002,Yes,Unknown
Vinted,https://www.vinted.com,https://www.vinted.com/jobs,Lithuania,Vilnius,Enterprise SaaS,Marketplace / Financial Services,Scaleup,1001-5000,Enterprise SaaS,Hybrid,Yes,Unknown,EU,Data Engineer / AI Engineer,"Python, Spark, Kafka, dbt, Databricks, data lakehouse",EU,"workforceguardai,bharat-alpha",None,High,"Europe's leading secondhand marketplace based in Vilnius; large data engineering team using Databricks, dbt, and Kafka matches candidate's full stack.",AI Research Batch 002,Yes,Unknown
Pipedrive,https://www.pipedrive.com,https://www.pipedrive.com/en/careers,Estonia,Tallinn,Enterprise SaaS,CRM / Sales Platform,Scaleup,1001-5000,Enterprise SaaS,Hybrid,Yes,Unknown,EU,Data Engineer / Backend Engineer,"Python, Kafka, dbt, Spark, microservices",EU,"workforceguardai,masova-platform",None,High,Sales CRM headquartered in Tallinn with data engineering using dbt and Kafka; candidate's dbt and Kafka microservices skills apply directly.,AI Research Batch 002,Yes,Unknown
Lunar,https://www.lunarway.com,https://www.lunarway.com/careers,Denmark,Aarhus,FinTech,Neobank,Scaleup,201-500,FinTech,Hybrid,Yes,Unknown,EU,Data Engineer / Backend Engineer,"Python, Kafka, dbt, event-driven microservices, GCP",EU,"workforceguardai,masova-platform",None,High,"Nordic neobank headquartered in Aarhus (Tier 2 city); uses Kafka event-driven architecture and dbt, matching both masova-platform and workforceguardai themes.",AI Research Batch 002,Yes,Unknown
Pleo,https://www.pleo.io,https://www.pleo.io/en/careers,Denmark,Copenhagen,FinTech,Corporate Spend Management,Scaleup,501-1000,FinTech,Hybrid,Yes,Unknown,EU,Data Engineer / Backend Engineer,"Python, Kafka, dbt, GCP, microservices, Spark",EU,"workforceguardai,masova-platform",None,High,"European spend management platform using Kafka, dbt, and GCP; candidate's data platform and event-driven microservices skills are a direct match.",AI Research Batch 002,Yes,Unknown
Leanpay,https://leanpay.com,https://leanpay.com/careers,Slovenia,Ljubljana,FinTech,Embedded Finance / BNPL,Scaleup,51-200,FinTech,Hybrid,Unknown,Unknown,EU,Data Engineer / Backend Engineer,"Python, Java, Spring Boot, REST APIs, financial data",EU,masova-platform,None,Medium,Central European embedded finance platform using Spring Boot; candidate's Java/Spring Boot microservices skills from masova-platform are directly applicable.,AI Research Batch 002,Yes,Unknown
Bitpanda,https://www.bitpanda.com,https://www.bitpanda.com/en/careers,Austria,Vienna,FinTech,Crypto / Financial Data,Scaleup,501-1000,FinTech,Hybrid,Yes,Unknown,EU,Data Engineer / AI Engineer,"Python, Kafka, Spark, dbt, GCP, financial data pipelines",EU,"bharat-alpha,workforceguardai",None,High,"European crypto and investment platform based in Vienna; uses Kafka, Spark, dbt, and GCP matching candidate's full data engineering stack.",AI Research Batch 002,Yes,Unknown
Sumeria (ex-Lydia),https://www.sumeria.eu,https://www.sumeria.eu/jobs,France,Paris,FinTech,Neobank / Financial Super App,Scaleup,201-500,FinTech,Hybrid,Yes,Unknown,EU,Data Engineer / Backend Engineer,"Python, Kafka, dbt, PostgreSQL, microservices",EU,"workforceguardai,masova-platform",None,Medium,French neobank rebranded to Sumeria; event-driven microservices and dbt-based data pipelines match masova-platform and workforceguardai project themes.,AI Research Batch 002,Yes,Unknown
